,price(£),mileage(mi),door_count,body_style,engine_size(cc),transmission,year,brand,model
840,17999,25000.0,5.0,Estate,2143.0,Automatic,2017.0,Mercedes-Benz,GLA
841,13995,33458.0,5.0,Estate,2000.0,Manual,2017.0,Ford,Focus
842,16807,13675.0,5.0,Estate,999.0,Automatic,2019.0,Ford,Focus
843,21595,20502.0,5.0,Estate,1997.0,Automatic,2019.0,Ford,Galaxy
844,15500,18840.0,5.0,Estate,1498.0,Automatic,2017.0,Ford,Kuga
845,5414,78894.0,5.0,Estate,1560.0,Manual,2014.0,Ford,C-Max
846,11498,54006.0,5.0,Estate,1499.0,Manual,2017.0,Ford,Kuga
847,10499,69708.0,5.0,Estate,1997.0,Manual,2017.0,Ford,Mondeo
848,13000,10714.0,5.0,Estate,1498.0,Manual,2018.0,Ford,Kuga
849,13499,36626.0,5.0,Estate,2000.0,Manual,2017.0,Ford,Kuga
850,18799,12873.0,5.0,Estate,1500.0,Manual,2019.0,Ford,Kuga
851,24489,8712.0,5.0,Estate,1498.0,Automatic,2019.0,Honda,CR-V
852,14500,28000.0,5.0,Estate,1597.0,Manual,2017.0,Honda,CR-V
853,8495,48000.0,5.0,Estate,1798.0,Manual,2015.0,Honda,Civic
854,14299,27430.0,5.0,Estate,1597.0,Manual,2017.0,Honda,CR-V
855,32990,15.0,5.0,Estate,1993.0,Manual,2020.0,Honda,CR-V
856,8995,56500.0,5.0,Estate,1997.0,Automatic,2010.0,Honda,Accord
857,5495,85000.0,5.0,Estate,1997.0,Manual,2008.0,Honda,CR-V
858,28995,100.0,5.0,Estate,1500.0,Automatic,2019.0,Honda,CR-V
859,40620,5.0,5.0,Estate,2000.0,Automatic,2020.0,Honda,CR-V
860,29990,4877.0,5.0,Estate,1993.0,Automatic,2020.0,Honda,CR-V
861,18250,18639.0,5.0,Estate,1395.0,Automatic,2017.0,Audi,Q3
862,16000,38383.0,5.0,Estate,1400.0,Automatic,2015.0,Audi,Q3
863,24690,50.0,5.0,Estate,999.0,Manual,2020.0,Audi,Q2
864,14950,46000.0,5.0,Estate,1968.0,Automatic,2017.0,Audi,A4
865,44990,50.0,5.0,Estate,1984.0,Automatic,2020.0,Audi,Q3
